Latitude (decimal degrees):	12.307
Longitude (decimal degrees):	76.650
Elevation (m):	756
Radiation database:	PVGIS-ERA5


Slope: 0 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230709:1430,0.0,0.0,0.0,0.0,0.0,24.09,2.83,0.0
20230709:1530,0.0,0.0,0.0,0.0,0.0,23.53,2.69,0.0
20230709:1630,0.0,0.0,0.0,0.0,0.0,23.01,2.48,0.0
20230709:1730,0.0,0.0,0.0,0.0,0.0,22.41,2.28,0.0
20230709:1830,0.0,0.0,0.0,0.0,0.0,22.01,2.14,0.0
20230709:1930,0.0,0.0,0.0,0.0,0.0,21.52,2.14,0.0
20230709:2030,0.0,0.0,0.0,0.0,0.0,21.09,2.14,0.0
20230709:2130,0.0,0.0,0.0,0.0,0.0,20.91,2.14,0.0
20230709:2230,0.0,0.0,0.0,0.0,0.0,20.72,2.34,0.0
20230709:2330,0.0,0.0,0.0,0.0,0.0,20.64,2.34,0.0
20230710:0030,0.0,0.0,0.0,0.0,-1.81,20.5,1.86,0.0
20230710:0130,46.18,16.65,60.25,0.0,11.8,20.42,1.79,0.0
20230710:0230,143.46,39.9,152.95,0.0,25.6,20.99,2.07,0.0
20230710:0330,240.55,90.0,219.55,0.0,39.48,22.17,2.21,0.0
20230710:0430,363.01,219.5,242.1,0.0,53.29,23.47,2.28,0.0
20230710:0530,421.08,234.8,306.75,0.0,66.69,24.76,2.14,0.0
20230710:0630,503.2,279.9,374.35,0.0,77.96,25.91,2.55,0.0
20230710:0730,504.73,296.15,359.2,0.0,77.54,27.17,3.31,0.0
20230710:0830,432.26,224.15,337.6,0.0,66.05,27.98,3.17,0.0
20230710:0930,343.52,133.75,314.45,0.0,52.61,28.21,2.97,0.0
20230710:1030,179.02,34.3,205.9,0.0,38.8,27.25,3.24,0.0
20230710:1130,75.41,11.65,100.4,0.0,24.92,26.06,2.76,0.0
20230710:1230,31.57,5.65,51.15,0.0,11.12,25.77,2.83,0.0
20230710:1330,0.0,0.0,0.0,0.0,-2.47,25.04,2.97,0.0
20230710:1430,0.0,0.0,0.0,0.0,0.0,24.2,2.97,0.0
20230710:1530,0.0,0.0,0.0,0.0,0.0,23.7,2.9,0.0
20230710:1630,0.0,0.0,0.0,0.0,0.0,23.22,2.83,0.0
20230710:1730,0.0,0.0,0.0,0.0,0.0,22.64,2.76,0.0
20230710:1830,0.0,0.0,0.0,0.0,0.0,22.38,2.69,0.0
20230710:1930,0.0,0.0,0.0,0.0,0.0,21.91,2.34,0.0
20230710:2030,0.0,0.0,0.0,0.0,0.0,21.65,2.21,0.0
20230710:2130,0.0,0.0,0.0,0.0,0.0,21.45,2.21,0.0
20230710:2230,0.0,0.0,0.0,0.0,0.0,21.29,2.14,0.0
20230710:2330,0.0,0.0,0.0,0.0,0.0,21.28,2.14,0.0
20230711:0030,0.0,0.0,0.0,0.0,-1.87,21.31,2.34,0.0
20230711:0130,38.1,2.7,60.85,0.0,11.75,21.37,2.41,0.0
20230711:0230,137.43,34.7,150.95,0.0,25.56,21.96,3.52,0.0
20230711:0330,180.1,21.45,215.4,0.0,39.45,23.09,4.07,0.0
20230711:0430,202.74,20.9,244.7,0.0,53.28,24.15,3.86,0.0
20230711:0530,245.74,48.4,270.6,0.0,66.7,24.94,3.45,0.0
20230711:0630,297.52,97.6,285.35,0.0,78.04,25.42,3.38,0.0
20230711:0730,341.51,96.35,344.9,0.0,77.66,26.4,3.52,0.0
20230711:0830,304.58,132.55,256.85,0.0,66.12,25.08,3.66,0.0
20230711:0930,275.92,118.3,237.4,0.0,52.66,25.43,3.03,0.0
20230711:1030,196.09,91.05,167.5,0.0,38.83,25.78,2.76,0.0
20230711:1130,83.68,25.2,96.8,0.0,24.94,24.91,3.38,0.0
20230711:1230,26.76,5.7,44.2,0.0,11.14,23.67,2.97,0.0
20230711:1330,0.0,0.0,0.0,0.0,-2.47,23.08,2.48,0.0
20230711:1430,0.0,0.0,0.0,0.0,0.0,22.5,2.97,0.0
20230711:1530,0.0,0.0,0.0,0.0,0.0,22.06,2.83,0.0
20230711:1630,0.0,0.0,0.0,0.0,0.0,21.65,2.55,0.0
20230711:1730,0.0,0.0,0.0,0.0,0.0,21.33,2.41,0.0
20230711:1830,0.0,0.0,0.0,0.0,0.0,21.08,2.41,0.0
20230711:1930,0.0,0.0,0.0,0.0,0.0,21.48,2.34,0.0
20230711:2030,0.0,0.0,0.0,0.0,0.0,21.33,2.34,0.0
20230711:2130,0.0,0.0,0.0,0.0,0.0,21.13,2.21,0.0
20230711:2230,0.0,0.0,0.0,0.0,0.0,20.74,2.14,0.0
20230711:2330,0.0,0.0,0.0,0.0,0.0,20.66,2.14,0.0
20230712:0030,0.0,0.0,0.0,0.0,-1.93,20.33,2.28,0.0
20230712:0130,59.43,23.7,71.35,0.0,11.7,20.12,2.34,0.0
20230712:0230,200.48,145.15,118.15,0.0,25.53,21.17,3.24,0.0
20230712:0330,341.31,229.7,200.25,0.0,39.43,22.61,3.79,0.0
20230712:0430,360.82,163.4,294.45,0.0,53.27,24.31,4.14,0.0
20230712:0530,391.0,138.65,361.9,0.0,66.72,25.51,4.07,0.0
20230712:0630,517.84,346.35,320.6,0.0,78.13,26.56,3.72,0.0
20230712:0730,629.88,534.0,288.4,0.0,77.79,27.42,3.79,0.0
20230712:0830,440.42,277.75,291.45,0.0,66.2,28.28,3.72,0.0
20230712:0930,223.9,134.0,156.0,0.0,52.71,26.13,3.66,0.0
20230712:1030,272.8,159.9,191.1,0.0,38.87,25.37,3.66,0.0
20230712:1130,149.06,61.35,141.65,0.0,24.97,24.9,3.66,0.0
20230712:1230,30.63,6.95,48.7,0.0,11.15,24.77,3.1,0.0
20230712:1330,0.0,0.0,0.0,0.0,-2.48,24.07,3.03,0.0
20230712:1430,0.0,0.0,0.0,0.0,0.0,23.45,3.38,0.0
20230712:1530,0.0,0.0,0.0,0.0,0.0,22.81,3.1,0.0
20230712:1630,0.0,0.0,0.0,0.0,0.0,22.25,2.83,0.0
20230712:1730,0.0,0.0,0.0,0.0,0.0,22.03,2.83,0.0
20230712:1830,0.0,0.0,0.0,0.0,0.0,22.02,2.62,0.0
20230712:1930,0.0,0.0,0.0,0.0,0.0,21.17,2.69,0.0
20230712:2030,0.0,0.0,0.0,0.0,0.0,21.28,2.83,0.0
20230712:2130,0.0,0.0,0.0,0.0,0.0,21.36,2.62,0.0
20230712:2230,0.0,0.0,0.0,0.0,0.0,21.4,2.41,0.0
20230712:2330,0.0,0.0,0.0,0.0,0.0,21.39,2.14,0.0
20230713:0030,0.0,0.0,0.0,0.0,-1.99,21.47,2.07,0.0
20230713:0130,7.95,0.5,20.7,0.0,11.65,21.5,2.21,0.0
20230713:0230,94.86,20.6,113.25,0.0,25.49,21.63,2.76,0.0
20230713:0330,195.85,82.35,171.05,0.0,39.4,22.24,3.86,0.0
20230713:0430,294.47,120.85,252.25,0.0,53.26,23.07,4.14,0.0
20230713:0530,348.77,178.6,261.1,0.0,66.75,23.85,4.41,0.0
20230713:0630,412.1,202.5,319.35,0.0,78.23,24.43,4.28,0.0
20230713:0730,478.9,332.4,272.85,0.0,77.92,24.81,4.41,0.0
20230713:0830,351.18,144.2,303.6,0.0,66.28,25.46,4.41,0.0
20230713:0930,345.0,226.25,210.3,0.0,52.76,25.22,4.41,0.0
20230713:1030,95.1,28.85,105.85,0.0,38.9,25.1,4.14,0.0
20230713:1130,55.84,8.7,77.55,0.0,24.99,23.44,3.59,0.0
20230713:1230,3.96,0.85,13.75,0.0,11.15,22.59,3.72,0.0
20230713:1330,0.0,0.0,0.0,0.0,-2.48,22.09,3.93,0.0
20230713:1430,0.0,0.0,0.0,0.0,0.0,21.91,4.28,0.0
20230713:1530,0.0,0.0,0.0,0.0,0.0,21.88,4.41,0.0
20230713:1630,0.0,0.0,0.0,0.0,0.0,21.88,3.72,0.0
20230713:1730,0.0,0.0,0.0,0.0,0.0,21.72,3.38,0.0
20230713:1830,0.0,0.0,0.0,0.0,0.0,21.58,3.17,0.0
20230713:1930,0.0,0.0,0.0,0.0,0.0,21.32,3.17,0.0
20230713:2030,0.0,0.0,0.0,0.0,0.0,21.35,3.03,0.0
20230713:2130,0.0,0.0,0.0,0.0,0.0,21.43,2.76,0.0
20230713:2230,0.0,0.0,0.0,0.0,0.0,21.44,2.69,0.0
20230713:2330,0.0,0.0,0.0,0.0,0.0,21.43,2.69,0.0
20230714:0030,0.0,0.0,0.0,0.0,-2.06,21.49,2.69,0.0
20230714:0130,13.95,0.55,29.8,0.0,11.6,21.53,2.69,0.0
20230714:0230,76.63,22.4,89.3,0.0,25.45,21.78,2.76,0.0
20230714:0330,154.54,17.15,188.15,0.0,39.38,22.27,3.86,0.0
20230714:0430,177.43,56.55,175.35,0.0,53.26,23.04,4.07,0.0
20230714:0530,270.66,52.5,294.35,0.0,66.77,23.69,4.34,0.0
20230714:0630,604.18,484.8,286.3,0.0,78.33,24.79,4.41,0.0
20230714:0730,556.06,422.85,286.4,0.0,78.05,26.37,5.03,0.0
20230714:0830,455.23,335.7,240.65,0.0,66.35,26.63,5.31,0.0
20230714:0930,378.89,332.8,144.55,0.0,52.81,26.49,5.17,0.0
20230714:1030,306.14,252.85,137.45,0.0,38.93,26.21,4.9,0.0
20230714:1130,171.31,137.05,95.45,0.0,25.0,25.91,4.62,0.0
20230714:1230,47.72,48.95,39.75,0.0,11.16,25.07,4.07,0.0
20230714:1330,0.0,0.0,0.0,0.0,-2.49,24.25,4.07,0.0
20230714:1430,0.0,0.0,0.0,0.0,0.0,23.46,3.59,0.0
20230714:1530,0.0,0.0,0.0,0.0,0.0,23.08,3.31,0.0
20230714:1630,0.0,0.0,0.0,0.0,0.0,22.79,3.03,0.0
20230714:1730,0.0,0.0,0.0,0.0,0.0,22.51,2.76,0.0
20230714:1830,0.0,0.0,0.0,0.0,0.0,22.23,2.55,0.0
20230714:1930,0.0,0.0,0.0,0.0,0.0,22.02,2.83,0.0
20230714:2030,0.0,0.0,0.0,0.0,0.0,21.65,2.62,0.0
20230714:2130,0.0,0.0,0.0,0.0,0.0,21.42,2.48,0.0
20230714:2230,0.0,0.0,0.0,0.0,0.0,21.34,2.28,0.0
20230714:2330,0.0,0.0,0.0,0.0,0.0,21.38,2.21,0.0
20230715:0030,0.0,0.0,0.0,0.0,-2.12,21.49,2.21,0.0
20230715:0130,37.69,18.95,48.05,0.0,11.55,21.51,2.28,0.0
20230715:0230,191.83,120.2,133.8,0.0,25.41,22.03,2.48,0.0
20230715:0330,337.54,267.75,157.1,0.0,39.36,23.35,4.21,0.0
20230715:0430,302.44,76.7,311.1,0.0,53.25,24.84,4.34,0.0
20230715:0530,370.85,153.45,320.3,0.0,66.8,25.62,4.14,0.0
20230715:0630,419.74,283.7,249.9,0.0,78.43,26.32,4.21,0.0
20230715:0730,504.77,422.85,219.9,0.0,78.18,27.35,4.9,0.0
20230715:0830,527.2,494.25,178.9,0.0,66.43,27.8,4.76,0.0
20230715:0930,387.43,308.3,185.35,0.0,52.86,28.08,5.03,0.0
20230715:1030,277.52,189.15,167.25,0.0,38.96,26.36,4.76,0.0
20230715:1130,139.11,105.1,87.35,0.0,25.02,25.87,4.07,0.0
20230715:1230,53.02,33.3,58.4,0.0,11.16,25.66,4.0,0.0
20230715:1330,0.0,0.0,0.0,0.0,-2.5,24.9,3.24,0.0
20230715:1430,0.0,0.0,0.0,0.0,0.0,24.04,3.24,0.0
20230715:1530,0.0,0.0,0.0,0.0,0.0,23.31,3.1,0.0
20230715:1630,0.0,0.0,0.0,0.0,0.0,22.85,2.97,0.0
20230715:1730,0.0,0.0,0.0,0.0,0.0,22.52,2.83,0.0
20230715:1830,0.0,0.0,0.0,0.0,0.0,22.3,2.69,0.0
20230715:1930,0.0,0.0,0.0,0.0,0.0,22.44,2.55,0.0
20230715:2030,0.0,0.0,0.0,0.0,0.0,22.21,2.34,0.0
20230715:2130,0.0,0.0,0.0,0.0,0.0,22.25,2.34,0.0
20230715:2230,0.0,0.0,0.0,0.0,0.0,22.16,2.28,0.0
20230715:2330,0.0,0.0,0.0,0.0,0.0,22.14,2.28,0.0
20230716:0030,0.0,0.0,0.0,0.0,-2.18,22.12,2.14,0.0
20230716:0130,28.77,2.55,48.95,0.0,11.5,22.12,1.93,0.0
20230716:0230,137.77,33.8,153.4,0.0,25.38,22.57,2.07,0.0
20230716:0330,255.37,114.25,213.45,0.0,39.34,23.49,3.38,0.0
20230716:0430,377.18,211.55,267.05,0.0,53.25,24.55,3.72,0.0
20230716:0530,435.81,236.7,320.15,0.0,66.83,25.67,3.79,0.0
20230716:0630,557.91,385.7,332.15,0.0,78.54,26.57,4.34,0.0
20230716:0730,398.17,200.25,311.55,0.0,78.32,27.33,4.07,0.0
20230716:0830,508.55,271.2,388.1,0.0,66.5,27.55,4.07,0.0
20230716:0930,337.5,137.65,299.35,0.0,52.91,28.02,4.14,0.0
20230716:1030,187.92,77.4,171.15,0.0,38.99,26.51,4.28,0.0
20230716:1130,88.49,10.3,117.25,0.0,25.03,24.86,3.52,0.0
20230716:1230,35.98,3.85,58.05,0.0,11.16,24.62,3.38,0.0
20230716:1330,0.0,0.0,0.0,0.0,-2.52,24.25,3.52,0.0
20230716:1430,0.0,0.0,0.0,0.0,0.0,23.56,3.31,0.0
20230716:1530,0.0,0.0,0.0,0.0,0.0,23.04,3.17,0.0
20230716:1630,0.0,0.0,0.0,0.0,0.0,22.62,3.03,0.0
20230716:1730,0.0,0.0,0.0,0.0,0.0,22.27,2.9,0.0
20230716:1830,0.0,0.0,0.0,0.0,0.0,21.99,2.83,0.0
20230716:1930,0.0,0.0,0.0,0.0,0.0,22.36,2.9,0.0
20230716:2030,0.0,0.0,0.0,0.0,0.0,22.29,2.9,0.0
20230716:2130,0.0,0.0,0.0,0.0,0.0,22.23,2.9,0.0
20230716:2230,0.0,0.0,0.0,0.0,0.0,21.99,2.62,0.0
20230716:2330,0.0,0.0,0.0,0.0,0.0,21.92,2.69,0.0
20230717:0030,0.0,0.0,0.0,0.0,-2.24,21.81,2.76,0.0
20230717:0130,26.79,2.05,46.6,0.0,11.46,21.88,2.83,0.0
20230717:0230,104.34,16.95,128.55,0.0,25.35,22.18,3.45,0.0
20230717:0330,151.71,14.7,187.75,0.0,39.32,23.05,4.41,0.0
20230717:0430,307.52,76.4,315.65,0.0,53.25,23.75,4.41,0.0
20230717:0530,340.15,87.2,347.65,0.0,66.87,25.04,4.62,0.0
20230717:0630,398.81,179.4,327.4,0.0,78.66,25.6,4.97,0.0
20230717:0730,421.68,191.75,344.7,0.0,78.46,26.29,5.59,0.0
20230717:0830,363.99,154.55,309.75,0.0,66.58,26.64,5.59,0.0
20230717:0930,364.08,156.35,309.35,0.0,52.95,26.69,5.17,0.0
20230717:1030,225.0,85.2,208.55,0.0,39.01,26.56,5.1,0.0
20230717:1130,139.04,50.95,139.85,0.0,25.04,25.72,4.76,0.0
20230717:1230,38.44,7.7,58.5,0.0,11.15,25.1,4.48,0.0
20230717:1330,0.0,0.0,0.0,0.0,-2.54,24.24,4.28,0.0
20230717:1430,0.0,0.0,0.0,0.0,0.0,23.45,3.93,0.0
20230717:1530,0.0,0.0,0.0,0.0,0.0,22.92,3.59,0.0
20230717:1630,0.0,0.0,0.0,0.0,0.0,22.51,3.17,0.0
20230717:1730,0.0,0.0,0.0,0.0,0.0,22.46,3.03,0.0
20230717:1830,0.0,0.0,0.0,0.0,0.0,22.25,3.17,0.0
20230717:1930,0.0,0.0,0.0,0.0,0.0,22.12,3.31,0.0
20230717:2030,0.0,0.0,0.0,0.0,0.0,22.3,3.45,0.0
20230717:2130,0.0,0.0,0.0,0.0,0.0,22.16,3.45,0.0
20230717:2230,0.0,0.0,0.0,0.0,0.0,22.01,3.66,0.0
20230717:2330,0.0,0.0,0.0,0.0,0.0,21.82,4.0,0.0
20230718:0030,0.0,0.0,0.0,0.0,-2.3,21.66,3.72,0.0
20230718:0130,45.85,16.95,60.05,0.0,11.41,21.6,3.59,0.0
20230718:0230,188.51,117.85,131.05,0.0,25.32,21.9,3.79,0.0
20230718:0330,281.92,195.3,159.8,0.0,39.3,22.8,5.17,0.0
20230718:0430,459.44,327.65,247.05,0.0,53.26,23.86,5.45,0.0
20230718:0530,559.96,393.65,313.95,0.0,66.9,25.35,6.14,0.0
20230718:0630,640.01,511.35,302.4,0.0,78.78,26.17,6.62,0.0
20230718:0730,660.37,587.3,254.15,0.0,78.6,27.16,7.03,0.0
20230718:0830,409.03,300.75,213.95,0.0,66.65,27.45,7.59,0.0
20230718:0930,388.51,300.35,187.95,0.0,52.99,26.54,6.76,0.0
20230718:1030,275.51,220.65,130.35,0.0,39.04,26.21,6.55,0.0
20230718:1130,166.66,85.15,139.45,0.0,25.05,25.37,5.86,0.0
20230718:1230,44.59,21.6,55.95,0.0,11.15,24.71,6.0,0.0
20230718:1330,0.0,0.0,0.0,0.0,-2.56,23.53,5.38,0.0
20230718:1430,0.0,0.0,0.0,0.0,0.0,22.73,4.83,0.0
20230718:1530,0.0,0.0,0.0,0.0,0.0,22.47,4.55,0.0
20230718:1630,0.0,0.0,0.0,0.0,0.0,22.21,4.34,0.0
20230718:1730,0.0,0.0,0.0,0.0,0.0,22.1,4.34,0.0
20230718:1830,0.0,0.0,0.0,0.0,0.0,22.27,4.48,0.0
20230718:1930,0.0,0.0,0.0,0.0,0.0,22.13,3.93,0.0
20230718:2030,0.0,0.0,0.0,0.0,0.0,21.99,4.55,0.0
20230718:2130,0.0,0.0,0.0,0.0,0.0,21.86,4.55,0.0
20230718:2230,0.0,0.0,0.0,0.0,0.0,21.76,5.03,0.0
20230718:2330,0.0,0.0,0.0,0.0,0.0,21.74,4.62,0.0
20230719:0030,0.0,0.0,0.0,0.0,-2.36,21.65,4.76,0.0
20230719:0130,48.08,18.9,61.4,0.0,11.37,21.72,5.03,0.0
20230719:0230,160.69,60.35,153.75,0.0,25.28,22.13,4.41,0.0
20230719:0330,330.4,187.4,226.95,0.0,39.29,22.91,6.21,0.0
20230719:0430,427.81,291.8,239.75,0.0,53.26,23.96,7.24,0.0
20230719:0530,416.03,229.65,289.6,0.0,66.94,24.59,7.66,0.0
20230719:0630,325.12,98.85,313.2,0.0,78.9,25.22,7.38,0.0
20230719:0730,363.19,108.55,351.05,0.0,78.75,25.29,7.31,0.0
20230719:0830,400.7,151.0,354.9,0.0,66.72,25.52,7.38,0.0
20230719:0930,236.86,49.6,256.65,0.0,53.03,25.69,7.24,0.0
20230719:1030,167.7,40.9,181.45,0.0,39.06,25.07,6.41,0.0
20230719:1130,102.1,22.5,121.35,0.0,25.05,24.36,6.07,0.0
20230719:1230,33.92,2.25,56.3,0.0,11.14,23.83,5.31,0.0
20230719:1330,0.0,0.0,0.0,0.0,-2.59,23.15,5.38,0.0
20230719:1430,0.0,0.0,0.0,0.0,0.0,22.61,4.83,0.0
20230719:1530,0.0,0.0,0.0,0.0,0.0,22.29,4.55,0.0
20230719:1630,0.0,0.0,0.0,0.0,0.0,22.23,4.41,0.0
20230719:1730,0.0,0.0,0.0,0.0,0.0,21.88,4.14,0.0
20230719:1830,0.0,0.0,0.0,0.0,0.0,21.73,4.21,0.0
20230719:1930,0.0,0.0,0.0,0.0,0.0,22.0,4.69,0.0
20230719:2030,0.0,0.0,0.0,0.0,0.0,21.82,4.62,0.0
20230719:2130,0.0,0.0,0.0,0.0,0.0,21.64,4.83,0.0
20230719:2230,0.0,0.0,0.0,0.0,0.0,21.46,4.76,0.0
20230719:2330,0.0,0.0,0.0,0.0,0.0,21.22,4.48,0.0
20230720:0030,0.0,0.0,0.0,0.0,-2.42,20.97,4.76,0.0
20230720:0130,34.99,12.55,49.3,0.0,11.32,21.0,4.76,0.0
20230720:0230,138.04,38.95,146.75,0.0,25.26,21.49,5.03,0.0
20230720:0330,186.91,70.3,172.05,0.0,39.28,22.29,5.03,0.0
20230720:0430,385.43,160.45,322.55,0.0,53.27,22.87,5.66,0.0
20230720:0530,384.3,139.9,341.6,0.0,66.98,23.95,7.59,0.0
20230720:0630,594.15,500.4,240.4,0.0,79.03,24.75,7.72,0.0
20230720:0730,572.07,468.65,246.8,0.0,78.89,26.13,8.48,0.0
20230720:0830,563.22,467.4,236.75,0.0,66.79,26.3,8.69,0.0
20230720:0930,445.05,307.4,250.95,0.0,53.07,26.45,8.14,0.0
20230720:1030,236.33,117.65,187.25,0.0,39.08,26.4,8.0,0.0
20230720:1130,187.66,122.35,128.15,0.0,25.06,25.13,6.48,0.0
20230720:1230,50.33,22.15,62.75,0.0,11.12,24.29,6.07,0.0
20230720:1330,0.0,0.0,0.0,0.0,-2.62,23.54,5.52,0.0
20230720:1430,0.0,0.0,0.0,0.0,0.0,22.81,5.24,0.0
20230720:1530,0.0,0.0,0.0,0.0,0.0,22.52,4.9,0.0
20230720:1630,0.0,0.0,0.0,0.0,0.0,22.6,4.9,0.0
20230720:1730,0.0,0.0,0.0,0.0,0.0,22.53,4.97,0.0
20230720:1830,0.0,0.0,0.0,0.0,0.0,22.45,4.97,0.0
20230720:1930,0.0,0.0,0.0,0.0,0.0,22.29,5.38,0.0
20230720:2030,0.0,0.0,0.0,0.0,0.0,22.23,5.31,0.0
20230720:2130,0.0,0.0,0.0,0.0,0.0,22.08,5.31,0.0
20230720:2230,0.0,0.0,0.0,0.0,0.0,21.82,5.17,0.0
20230720:2330,0.0,0.0,0.0,0.0,0.0,21.76,5.1,0.0
20230721:0030,0.0,0.0,0.0,0.0,-2.48,21.9,5.03,0.0
20230721:0130,61.54,44.5,59.1,0.0,11.28,21.8,5.03,0.0
20230721:0230,223.41,181.2,111.7,0.0,25.23,22.36,4.28,0.0
20230721:0330,341.75,273.85,152.3,0.0,39.27,23.53,7.17,0.0
20230721:0430,512.38,417.25,220.55,0.0,53.28,24.57,7.31,0.0
20230721:0530,621.48,579.45,199.2,0.0,67.03,25.6,7.66,0.0
20230721:0630,664.87,670.2,165.5,0.0,79.16,26.3,8.0,0.0
20230721:0730,594.44,591.6,153.25,0.0,79.04,27.11,8.21,0.0
20230721:0830,578.12,581.1,143.4,0.0,66.86,27.1,7.93,0.0
20230721:0930,359.68,335.9,113.4,0.0,53.11,26.91,8.0,0.0
20230721:1030,247.92,217.9,98.55,0.0,39.09,26.13,7.03,0.0
20230721:1130,154.44,132.55,78.15,0.0,25.06,25.33,5.93,0.0
20230721:1230,37.0,36.85,34.8,0.0,11.11,24.74,5.86,0.0
20230721:1330,0.0,0.0,0.0,0.0,-2.65,23.7,5.45,0.0
20230721:1430,0.0,0.0,0.0,0.0,0.0,23.07,5.24,0.0
20230721:1530,0.0,0.0,0.0,0.0,0.0,22.75,5.24,0.0
20230721:1630,0.0,0.0,0.0,0.0,0.0,22.4,5.1,0.0
20230721:1730,0.0,0.0,0.0,0.0,0.0,22.15,4.83,0.0
20230721:1830,0.0,0.0,0.0,0.0,0.0,22.13,4.9,0.0
20230721:1930,0.0,0.0,0.0,0.0,0.0,21.95,4.48,0.0
20230721:2030,0.0,0.0,0.0,0.0,0.0,22.04,4.76,0.0
20230721:2130,0.0,0.0,0.0,0.0,0.0,22.08,4.9,0.0
20230721:2230,0.0,0.0,0.0,0.0,0.0,21.99,5.1,0.0
20230721:2330,0.0,0.0,0.0,0.0,0.0,21.84,4.97,0.0
20230722:0030,0.0,0.0,0.0,0.0,-2.54,21.75,4.97,0.0
20230722:0130,37.41,15.15,50.7,0.0,11.24,21.82,5.17,0.0
20230722:0230,206.16,146.2,124.55,0.0,25.2,22.12,4.55,0.0
20230722:0330,333.4,189.55,228.6,0.0,39.26,23.29,6.76,0.0
20230722:0430,412.63,298.45,213.85,0.0,53.29,24.23,7.45,0.0
20230722:0530,504.86,362.7,266.25,0.0,67.07,25.13,8.07,0.0
20230722:0630,592.05,466.75,277.15,0.0,79.3,25.95,7.79,0.0
20230722:0730,480.57,333.2,267.35,0.0,79.19,25.93,8.14,0.0
20230722:0830,361.82,192.1,263.4,0.0,66.93,26.07,7.79,0.0
20230722:0930,333.26,204.2,213.95,0.0,53.14,24.88,6.97,0.0
20230722:1030,130.33,38.0,138.6,0.0,39.11,24.4,6.07,0.0
20230722:1130,87.23,46.75,79.05,0.0,25.05,23.57,5.93,0.0
20230722:1230,23.33,5.2,39.75,0.0,11.09,22.94,4.69,0.0
20230722:1330,0.0,0.0,0.0,0.0,-2.69,22.73,4.69,0.0
20230722:1430,0.0,0.0,0.0,0.0,0.0,22.23,4.55,0.0
20230722:1530,0.0,0.0,0.0,0.0,0.0,21.86,4.41,0.0
20230722:1630,0.0,0.0,0.0,0.0,0.0,21.65,4.07,0.0
20230722:1730,0.0,0.0,0.0,0.0,0.0,21.59,3.93,0.0
20230722:1830,0.0,0.0,0.0,0.0,0.0,21.41,3.86,0.0
20230722:1930,0.0,0.0,0.0,0.0,0.0,21.78,5.1,0.0
20230722:2030,0.0,0.0,0.0,0.0,0.0,21.52,5.17,0.0
20230722:2130,0.0,0.0,0.0,0.0,0.0,21.33,5.17,0.0
20230722:2230,0.0,0.0,0.0,0.0,0.0,21.24,5.1,0.0
20230722:2330,0.0,0.0,0.0,0.0,0.0,21.21,4.97,0.0
20230723:0030,0.0,0.0,0.0,0.0,-2.6,21.26,4.62,0.0
20230723:0130,14.41,1.35,29.85,0.0,11.19,21.41,4.48,0.0
20230723:0230,49.24,4.6,72.6,0.0,25.18,21.68,4.41,0.0
20230723:0330,114.92,19.35,137.6,0.0,39.25,21.81,4.41,0.0
20230723:0430,263.12,62.05,274.2,0.0,53.31,22.75,3.93,0.0
20230723:0530,386.71,179.75,306.75,0.0,67.12,24.0,5.38,0.0
20230723:0630,594.86,477.8,273.2,0.0,79.43,24.96,5.86,0.0
20230723:0730,478.95,329.35,276.05,0.0,79.34,26.35,5.86,0.0
20230723:0830,292.91,98.75,273.9,0.0,67.0,24.97,6.28,0.0
20230723:0930,226.42,59.05,233.1,0.0,53.18,24.42,5.79,0.0
20230723:1030,190.63,75.2,173.4,0.0,39.12,24.02,5.17,0.0
20230723:1130,56.67,14.8,72.55,0.0,25.05,23.45,4.76,0.0
20230723:1230,12.72,3.65,25.8,0.0,11.06,22.57,4.28,0.0
20230723:1330,0.0,0.0,0.0,0.0,-2.73,22.09,4.07,0.0
20230723:1430,0.0,0.0,0.0,0.0,0.0,21.79,3.72,0.0
20230723:1530,0.0,0.0,0.0,0.0,0.0,21.58,3.66,0.0
20230723:1630,0.0,0.0,0.0,0.0,0.0,21.46,3.86,0.0
20230723:1730,0.0,0.0,0.0,0.0,0.0,21.33,3.86,0.0
20230723:1830,0.0,0.0,0.0,0.0,0.0,21.24,3.59,0.0
20230723:1930,0.0,0.0,0.0,0.0,0.0,21.58,4.0,0.0
20230723:2030,0.0,0.0,0.0,0.0,0.0,21.36,4.0,0.0
20230723:2130,0.0,0.0,0.0,0.0,0.0,21.31,3.86,0.0
20230723:2230,0.0,0.0,0.0,0.0,0.0,21.39,4.48,0.0
20230723:2330,0.0,0.0,0.0,0.0,0.0,21.27,4.21,0.0
20230724:0030,0.0,0.0,0.0,0.0,-2.66,21.16,3.86,0.0
20230724:0130,37.35,10.85,53.75,0.0,11.15,21.12,3.52,0.0
20230724:0230,136.18,44.35,139.5,0.0,25.15,21.35,3.79,0.0
20230724:0330,266.16,156.35,180.7,0.0,39.24,22.17,4.0,0.0
20230724:0430,422.15,294.1,233.5,0.0,53.32,23.24,4.76,0.0
20230724:0530,336.68,208.5,215.25,0.0,67.17,24.47,4.76,0.0
20230724:0630,258.4,130.25,199.1,0.0,79.58,24.75,4.83,0.0
20230724:0730,295.63,118.95,254.7,0.0,79.5,23.45,5.03,0.0
